WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,Codering_3,AantalInwoners_5,Bevolkingsdichtheid_33,GemiddeldeHuishoudensgrootte_32,GemiddeldInkomenPerInwoner_66,HuishoudensMetKinderen_31,HuishoudensTotaal_28,HuishOnderOfRondSociaalMinimum_73,MateVanStedelijkheid_104,k_0Tot15Jaar_8,k_25Tot45Jaar_10,k_65JaarOfOuder_12,cluster_id,cluster_label_short,cluster_label_long
BU08554202,Tilburg                                 ,Buurt     ,BU08554202,2175,8121.0,2.4,15.8,425,920,19.1,2.0,535,540,245,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU08554203,Tilburg                                 ,Buurt     ,BU08554203,660,6545.0,2.3,16.6,130,290,20.6,2.0,160,190,70,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU08554204,Tilburg                                 ,Buurt     ,BU08554204,1670,8688.0,2.3,13.7,280,720,20.1,2.0,390,375,315,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU08554205,Tilburg                                 ,Buurt     ,BU08554205,550,4413.0,2.1,16.5,95,260,21.9,2.0,125,170,50,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU08554206,Tilburg                                 ,Buurt     ,BU08554206,1215,7147.0,2.5,16.2,225,480,15.0,2.0,245,300,145,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU08554207,Tilburg                                 ,Buurt     ,BU08554207,370,1234.0,2.4,33.6,55,150,0.7,2.0,45,45,85,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08554301,Tilburg                                 ,Buurt     ,BU08554301,1665,8872.0,2.4,14.5,320,680,22.3,2.0,415,450,205,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU08554302,Tilburg                                 ,Buurt     ,BU08554302,1005,10022.0,2.2,17.6,175,460,14.8,2.0,195,295,140,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU08554303,Tilburg                                 ,Buurt     ,BU08554303,1540,7168.0,2.4,15.6,250,615,14.7,1.0,315,345,305,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU08554304,Tilburg                                 ,Buurt     ,BU08554304,1055,3277.0,2.2,24.1,145,475,4.7,1.0,135,255,195,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08554305,Tilburg                                 ,Buurt     ,BU08554305,1670,7919.0,2.3,15.8,285,730,17.8,1.0,305,410,315,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU08554306,Tilburg                                 ,Buurt     ,BU08554306,1565,5224.0,1.7,17.6,160,860,14.4,1.0,175,260,715,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU08554307,Tilburg                                 ,Buurt     ,BU08554307,1695,6529.0,1.9,23.5,185,910,5.3,1.0,135,330,625,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08554308,Tilburg                                 ,Buurt     ,BU08554308,1065,6659.0,1.8,20.1,125,590,11.2,1.0,125,230,360,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU08554401,Tilburg                                 ,Buurt     ,BU08554401,955,4632.0,2.4,24.3,160,400,4.0,2.0,150,205,210,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08554402,Tilburg                                 ,Buurt     ,BU08554402,750,6674.0,2.2,22.3,115,330,7.7,3.0,135,190,165,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08554403,Tilburg                                 ,Buurt     ,BU08554403,1445,6915.0,2.1,24.2,205,680,6.4,2.0,215,340,315,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08554405,Tilburg                                 ,Buurt     ,BU08554405,440,1203.0,2.2,30.3,50,205,0.5,3.0,50,55,165,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU08554406,Tilburg                                 ,Buurt     ,BU08554406,400,1636.0,1.9,14.8,75,210,21.9,3.0,75,125,50,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU08554502,Tilburg                                 ,Buurt     ,BU08554502,455,927.0,2.2,25.0,70,205,4.5,3.0,65,125,80,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU08554702,Tilburg                                 ,Buurt     ,BU08554702,1245,8354.0,2.3,20.3,225,535,7.6,3.0,225,320,135,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08554703,Tilburg                                 ,Buurt     ,BU08554703,1100,7686.0,2.3,20.6,205,480,9.5,2.0,225,350,65,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08554704,Tilburg                                 ,Buurt     ,BU08554704,1680,7565.0,2.2,20.6,285,770,11.1,3.0,305,525,170,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU08554801,Tilburg                                 ,Buurt     ,BU08554801,2110,6285.0,2.4,23.6,385,815,6.1,2.0,320,410,325,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08554802,Tilburg                                 ,Buurt     ,BU08554802,1330,6489.0,2.7,26.4,270,485,1.9,2.0,210,265,105,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08554803,Tilburg                                 ,Buurt     ,BU08554803,1745,5922.0,2.7,25.1,345,640,1.1,2.0,330,410,130,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08554901,Tilburg                                 ,Buurt     ,BU08554901,425,3072.0,1.7,28.9,35,255,4.0,3.0,25,120,125,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08554902,Tilburg                                 ,Buurt     ,BU08554902,1540,5486.0,2.7,27.3,285,570,0.4,2.0,245,335,170,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08554903,Tilburg                                 ,Buurt     ,BU08554903,695,4655.0,2.6,26.5,130,270,5.6,2.0,95,145,85,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08555001,Tilburg                                 ,Buurt     ,BU08555001,340,4719.0,1.4,19.9,5,240,7.1,2.0,5,10,295,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08555101,Tilburg                                 ,Buurt     ,BU08555101,1250,4185.0,2.5,25.2,230,490,2.5,2.0,190,210,175,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08555102,Tilburg                                 ,Buurt     ,BU08555102,1210,7293.0,2.8,26.9,230,430,0.2,2.0,195,275,70,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08555201,Tilburg                                 ,Buurt     ,BU08555201,1570,3581.0,2.7,26.0,305,580,1.8,2.0,340,370,145,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08555202,Tilburg                                 ,Buurt     ,BU08555202,485,5397.0,2.2,23.6,80,220,5.9,2.0,75,110,95,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08555301,Tilburg                                 ,Buurt     ,BU08555301,1535,7676.0,2.7,24.2,315,565,2.4,2.0,330,415,100,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08555302,Tilburg                                 ,Buurt     ,BU08555302,1755,6929.0,2.7,24.2,370,655,4.8,3.0,320,420,120,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08555303,Tilburg                                 ,Buurt     ,BU08555303,1270,5746.0,2.5,27.2,240,500,2.0,2.0,225,285,175,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08555304,Tilburg                                 ,Buurt     ,BU08555304,975,3357.0,2.8,34.5,190,335,3.0,2.0,150,160,70,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU08555404,Tilburg                                 ,Buurt     ,BU08555404,1550,6148.0,2.7,26.4,320,560,2.5,4.0,325,405,115,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU08555405,Tilburg                                 ,Buurt     ,BU08555405,1435,5965.0,3.0,28.9,315,480,1.5,3.0,300,310,55,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU08555406,Tilburg                                 ,Buurt     ,BU08555406,1470,5565.0,2.7,26.1,300,545,1.9,3.0,230,280,110,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08555407,Tilburg                                 ,Buurt     ,BU08555407,1705,5705.0,2.8,27.4,365,610,2.2,3.0,350,415,105,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU08555501,Tilburg                                 ,Buurt     ,BU08555501,960,6978.0,2.8,24.7,215,340,4.8,3.0,210,230,50,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU08555502,Tilburg                                 ,Buurt     ,BU08555502,2190,7735.0,2.7,24.2,445,820,1.1,3.0,485,615,200,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU08555601,Tilburg                                 ,Buurt     ,BU08555601,1655,5950.0,2.7,25.2,340,620,3.6,3.0,365,485,105,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08555602,Tilburg                                 ,Buurt     ,BU08555602,2240,5141.0,2.7,24.4,435,815,4.6,3.0,520,625,195,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU08555701,Tilburg                                 ,Buurt     ,BU08555701,1845,7807.0,3.1,26.5,410,600,3.3,3.0,585,600,30,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU08555702,Tilburg                                 ,Buurt     ,BU08555702,2170,7977.0,3.0,26.7,480,710,3.4,4.0,715,780,65,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU08555703,Tilburg                                 ,Buurt     ,BU08555703,530,3188.0,3.0,28.1,105,175,0.0,3.0,170,255,5,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU08555801,Tilburg                                 ,Buurt     ,BU08555801,2030,7068.0,2.5,24.5,395,800,5.6,3.0,525,690,185,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU08555802,Tilburg                                 ,Buurt     ,BU08555802,910,2135.0,2.3,33.4,100,400,1.0,4.0,100,90,280,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU08556606,Tilburg                                 ,Buurt     ,BU08556606,2210,4449.0,2.4,27.9,390,920,4.1,4.0,410,605,285,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU08556607,Tilburg                                 ,Buurt     ,BU08556607,985,6665.0,2.7,25.6,185,360,3.1,4.0,195,180,130,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU08556608,Tilburg                                 ,Buurt     ,BU08556608,1905,2741.0,2.6,31.2,320,730,2.2,4.0,340,320,455,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU08556609,Tilburg                                 ,Buurt     ,BU08556609,1580,3878.0,2.2,28.5,230,710,4.9,3.0,240,275,505,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08556611,Tilburg                                 ,Buurt     ,BU08556611,1320,3714.0,2.4,26.7,210,540,1.1,4.0,215,255,360,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU08556612,Tilburg                                 ,Buurt     ,BU08556612,1325,2856.0,2.8,36.5,235,480,0.4,4.0,275,195,280,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU08556613,Tilburg                                 ,Buurt     ,BU08556613,910,2854.0,2.6,30.2,155,350,2.6,4.0,185,195,200,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU08556614,Tilburg                                 ,Buurt     ,BU08556614,425,4418.0,3.0,31.4,105,140,1.4,4.0,140,175,10,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU08556702,Tilburg                                 ,Buurt     ,BU08556702,1665,3674.0,2.4,28.0,245,680,1.2,4.0,260,280,475,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU08556704,Tilburg                                 ,Buurt     ,BU08556704,835,3884.0,2.6,27.9,155,315,0.6,4.0,180,195,110,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU08556705,Tilburg                                 ,Buurt     ,BU08556705,1810,5179.0,2.3,26.3,295,730,7.2,4.0,270,370,370,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU08556706,Tilburg                                 ,Buurt     ,BU08556706,2635,3394.0,2.3,26.2,395,1120,3.6,4.0,385,490,640,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU01830000,Tubbergen                               ,Buurt     ,BU01830000,4730,1449.0,2.4,23.7,725,1940,5.7,4.0,735,915,1085,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU01830008,Tubbergen                               ,Buurt     ,BU01830008,610,61.0,2.6,23.4,105,230,4.8,5.0,90,115,125,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01830009,Tubbergen                               ,Buurt     ,BU01830009,1030,72.0,2.9,26.0,190,350,2.9,5.0,235,275,110,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01830100,Tubbergen                               ,Buurt     ,BU01830100,2095,1659.0,2.7,23.9,375,785,3.9,5.0,350,415,315,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01830109,Tubbergen                               ,Buurt     ,BU01830109,1455,70.0,2.7,23.9,245,525,4.4,5.0,250,280,260,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01830200,Tubbergen                               ,Buurt     ,BU01830200,985,1393.0,2.8,23.1,190,350,2.3,5.0,185,200,115,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01830209,Tubbergen                               ,Buurt     ,BU01830209,635,151.0,2.7,25.2,110,230,1.3,5.0,110,130,115,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01830300,Tubbergen                               ,Buurt     ,BU01830300,2500,1743.0,2.6,23.0,425,955,4.7,5.0,470,565,420,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU01830309,Tubbergen                               ,Buurt     ,BU01830309,1795,59.0,2.8,23.0,315,635,4.3,5.0,315,345,310,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01830400,Tubbergen                               ,Buurt     ,BU01830400,760,733.0,2.7,21.9,135,285,3.6,5.0,140,165,100,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01830409,Tubbergen                               ,Buurt     ,BU01830409,510,58.0,2.8,21.3,90,180,7.7,5.0,95,90,90,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01830500,Tubbergen                               ,Buurt     ,BU01830500,770,1411.0,2.6,23.9,130,290,3.4,5.0,160,165,130,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01830509,Tubbergen                               ,Buurt     ,BU01830509,375,42.0,3.0,22.5,70,125,4.1,5.0,70,80,40,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01830600,Tubbergen                               ,Buurt     ,BU01830600,665,941.0,2.7,22.7,115,250,3.6,5.0,120,130,105,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01830609,Tubbergen                               ,Buurt     ,BU01830609,510,46.0,2.8,22.0,85,185,4.4,5.0,115,95,90,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01830700,Tubbergen                               ,Buurt     ,BU01830700,540,1269.0,3.0,23.7,105,180,2.8,5.0,115,105,60,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01830709,Tubbergen                               ,Buurt     ,BU01830709,350,39.0,2.8,26.8,60,125,4.1,5.0,45,50,60,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU17000000,Twenterand                              ,Buurt     ,BU17000000,2380,1649.0,2.2,19.5,300,1060,7.0,4.0,355,430,805,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU17000001,Twenterand                              ,Buurt     ,BU17000001,725,1278.0,2.2,22.6,85,310,5.2,4.0,110,150,205,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU17000002,Twenterand                              ,Buurt     ,BU17000002,1100,521.0,2.9,26.8,195,380,6.9,5.0,245,245,170,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU17000003,Twenterand                              ,Buurt     ,BU17000003,1055,1673.0,2.8,22.4,175,370,4.7,3.0,215,190,160,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU17000005,Twenterand                              ,Buurt     ,BU17000005,865,302.0,2.7,20.5,155,315,3.9,5.0,165,220,90,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU17000006,Twenterand                              ,Buurt     ,BU17000006,2845,4817.0,2.4,22.8,445,1150,4.6,4.0,495,680,485,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU17000007,Twenterand                              ,Buurt     ,BU17000007,3605,5038.0,3.0,21.6,720,1205,2.3,4.0,900,995,245,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU17000107,Twenterand                              ,Buurt     ,BU17000107,500,147.0,2.8,22.5,80,175,3.9,5.0,100,90,80,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU17000200,Twenterand                              ,Buurt     ,BU17000200,1910,1899.0,2.5,18.5,300,755,6.0,5.0,325,405,325,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU17000201,Twenterand                              ,Buurt     ,BU17000201,2130,2180.0,2.5,17.6,375,860,8.8,5.0,430,550,320,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU17000208,Twenterand                              ,Buurt     ,BU17000208,380,18.0,2.9,22.9,65,130,6.1,5.0,65,80,60,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU17000300,Twenterand                              ,Buurt     ,BU17000300,1830,1201.0,2.6,22.5,290,715,1.8,5.0,395,450,350,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU17000301,Twenterand                              ,Buurt     ,BU17000301,470,1786.0,2.3,19.9,65,195,3.1,5.0,60,85,135,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU17000302,Twenterand                              ,Buurt     ,BU17000302,1660,4304.0,2.6,21.9,275,610,4.6,4.0,280,330,305,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU17000307,Twenterand                              ,Buurt     ,BU17000307,430,58.0,2.7,23.7,75,160,2.5,5.0,50,75,90,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU17000308,Twenterand                              ,Buurt     ,BU17000308,1035,101.0,2.8,21.4,175,355,2.0,5.0,180,215,180,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU17000309,Twenterand                              ,Buurt     ,BU17000309,430,60.0,3.0,21.5,75,140,5.6,5.0,75,65,80,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU17000400,Twenterand                              ,Buurt     ,BU17000400,2430,1442.0,2.3,20.9,370,1030,2.9,4.0,420,540,570,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU17000402,Twenterand                              ,Buurt     ,BU17000402,375,532.0,2.9,23.2,70,125,2.4,5.0,80,80,50,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU17000403,Twenterand                              ,Buurt     ,BU17000403,3035,1603.0,2.4,17.5,490,1260,6.6,4.0,590,710,620,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU17000404,Twenterand                              ,Buurt     ,BU17000404,1655,3536.0,2.6,19.3,300,620,6.6,4.0,350,410,225,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU17000405,Twenterand                              ,Buurt     ,BU17000405,1255,777.0,2.8,20.9,235,450,1.8,4.0,230,300,120,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU17000409,Twenterand                              ,Buurt     ,BU17000409,300,40.0,2.9,20.9,50,100,3.9,5.0,75,85,30,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU17300000,Tynaarlo                                ,Buurt     ,BU17300000,4000,1328.0,2.1,26.1,530,1850,5.1,4.0,595,635,1315,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU17300001,Tynaarlo                                ,Buurt     ,BU17300001,3545,2911.0,2.5,25.7,630,1420,4.6,5.0,720,805,470,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU17300100,Tynaarlo                                ,Buurt     ,BU17300100,360,618.0,2.4,25.3,65,145,6.9,5.0,60,55,50,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU17300200,Tynaarlo                                ,Buurt     ,BU17300200,255,359.0,2.4,29.9,40,105,6.5,5.0,40,40,45,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU17300400,Tynaarlo                                ,Buurt     ,BU17300400,1400,2468.0,2.3,24.1,215,600,4.2,5.0,235,270,355,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU17300401,Tynaarlo                                ,Buurt     ,BU17300401,390,239.0,2.4,29.5,60,160,5.7,5.0,70,55,110,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU17300500,Tynaarlo                                ,Buurt     ,BU17300500,310,2173.0,2.5,23.3,55,125,5.6,5.0,55,70,40,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU17300600,Tynaarlo                                ,Buurt     ,BU17300600,3740,1103.0,2.2,29.1,570,1655,4.5,4.0,675,670,1050,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
